"TMNr_plus_texLett",BL
9906,"XII, S. 62"
9923,"VIII, S. 226; IX, S. 171; XI, S. 137; XII, S. 130"
9924,"VIII, S. 225; XII, S. 129f."
9944,"XII, S. 310"
9948,"XII, S. 310"
9950,"XII, S. 310"
9953,"XII, S. 310"
9958,"XII, S. 311"
9960,"XII, S. 311"
9970,"XII, S. 2"
9982,"XII, S. 2"
9a,"XII, S. 3"
